close,date,high,low,mcap,open,volume
7895.96,2018-04-13,8183.96,7758.93,134043001354.0,7901.09,7764460032.0
7889.25,2018-04-12,7899.23,6806.51,133912618634.0,6955.38,8906250240.0
6968.32,2018-04-11,6968.32,6817.59,118267198080.0,6843.47,4641889792.0
6834.76,2018-04-10,6872.41,6704.15,115978358964.0,6795.44,4272750080.0
6770.73,2018-04-09,7178.11,6661.99,114886335694.0,7044.32,4894060032.0
7023.52,2018-04-08,7111.56,6919.98,119162880482.0,6919.98,3652499968.0
6911.09,2018-04-07,7050.54,6630.51,117241368688.0,6630.51,3976610048.0
6636.32,2018-04-06,6857.49,6575.0,112565173568.0,6815.96,3766810112.0
6811.47,2018-04-05,6933.82,6644.8,115524404354.0,6848.65,5639320064.0
6853.84,2018-04-04,7469.88,6803.88,116229557118.0,7456.41,4936000000.0
7456.11,2018-04-03,7530.94,7072.49,126429245883.0,7102.26,5499700224.0
7083.8,2018-04-02,7135.47,6816.58,120101932910.0,6844.86,4333440000.0
6844.23,2018-04-01,7060.95,6526.87,116026809075.0,7003.06,4532100096.0
6973.53,2018-03-31,7207.85,6863.52,118204645927.0,6892.48,4553269760.0
6890.52,2018-03-30,7276.66,6683.93,116786562165.0,7171.45,6289509888.0
7165.7,2018-03-29,7994.33,7081.38,121436043045.0,7979.07,6361229824.0
7954.48,2018-03-28,8122.89,7809.17,134788265876.0,7836.83,4935289856.0
7833.04,2018-03-27,8232.78,7797.28,132717053150.0,8200.0,5378250240.0
8209.4,2018-03-26,8530.08,7921.43,139078211968.0,8498.47,5921039872.0
8495.78,2018-03-25,8682.01,8449.1,143914265310.0,8612.81,4569880064.0
8668.12,2018-03-24,8996.18,8665.7,146818882936.0,8901.95,5664600064.0
8879.62,2018-03-23,8879.62,8360.62,150383574951.0,8736.25,5954120192.0
8728.47,2018-03-22,9100.71,8564.9,147809220250.0,8939.44,5530390016.0
8929.28,2018-03-21,9177.37,8846.33,151193917440.0,8937.48,6043129856.0
8913.47,2018-03-20,9051.02,8389.89,150909503835.0,8619.67,6361789952.0
8630.65,2018-03-19,8675.87,8182.4,146107514353.0,8344.12,6729110016.0
8223.68,2018-03-18,8245.51,7397.99,139201713268.0,7890.52,6639190016.0
7916.88,2018-03-17,8346.53,7812.82,133993486925.0,8321.91,4426149888.0
8338.35,2018-03-16,8585.15,8005.31,141111773179.0,8322.91,5289379840.0
8300.86,2018-03-15,8428.35,7783.05,140460819364.0,8290.76,6834429952.0
